CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
LY,5116,EL AL ISRAEL AIRLINES,2024-07-07T23:55:00,2024-07-08T00:27:00,A,EFL,KEFALLINIA,קפלוניה,KEFALONIA,יוון,GREECE,3,,,LANDED,נחתה
LY,352,EL AL ISRAEL AIRLINES,2024-07-08T00:40:00,2024-07-08T00:29:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
SK,3178,SAS,2024-07-08T00:40:00,2024-07-08T00:29:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
LY,544,EL AL ISRAEL AIRLINES,2024-07-08T00:45:00,2024-07-08T00:31:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
LY,572,EL AL ISRAEL AIRLINES,2024-07-08T00:55:00,2024-07-08T00:34:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
6H,712,ISRAIR AIRLINES,2024-07-07T23:45:00,2024-07-08T00:39:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,LANDED,נחתה
A3,526,AEGEAN  AIRLINES,2024-07-08T00:55:00,2024-07-08T00:43:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
RO,2154,TAROM - ROMANIAN AIR TRANSPORT,2024-07-08T00:20:00,2024-07-08T00:44:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,37-39,B,DEPARTED,המריאה
IZ,272,ARKIA  ISRAELI  AIRLINES,2024-07-08T00:50:00,2024-07-08T00:48:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
DL,7439,DELTA AIRLINES,2024-07-08T00:30:00,2024-07-08T00:49:00,D,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,021,EL AL ISRAEL AIRLINES,2024-07-08T00:30:00,2024-07-08T00:49:00,D,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
OS,859,AUSTRIAN AIRLINES,2024-07-08T00:45:00,2024-07-08T00:50:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
LV,600,AIRZENA,2024-07-07T22:25:00,2024-07-08T00:53:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,1,313-316,A,DEPARTED,המריאה
EK,2346,EMIRATES,2024-07-08T00:50:00,2024-07-08T00:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-30,A,DEPARTED,המריאה
FZ,1808,FLYDUBAI,2024-07-08T00:50:00,2024-07-08T00:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,27-30,A,DEPARTED,המריאה
LY,356,EL AL ISRAEL AIRLINES,2024-07-08T00:40:00,2024-07-08T00:57:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
ET,405,ETHIOPIAN AIRLINES,2024-07-08T00:50:00,2024-07-08T01:03:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,DEPARTED,המריאה
LY,8807,EL AL ISRAEL AIRLINES,2024-07-08T00:50:00,2024-07-08T01:03:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,DEPARTED,המריאה
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-07-08T01:00:00,2024-07-08T01:19:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7441,DELTA AIRLINES,2024-07-08T01:00:00,2024-07-08T01:19:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,025,EL AL ISRAEL AIRLINES,2024-07-08T01:00:00,2024-07-08T01:19:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
AM,7875,AERO MEXICO,2024-07-08T01:05:00,2024-07-08T01:26:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-07-08T01:05:00,2024-07-08T01:26:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7428,DELTA AIRLINES,2024-07-08T01:05:00,2024-07-08T01:26:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,005,EL AL ISRAEL AIRLINES,2024-07-08T01:05:00,2024-07-08T01:26:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-07-08T01:20:00,2024-07-08T01:32:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7443,DELTA AIRLINES,2024-07-08T01:20:00,2024-07-08T01:32:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,027,EL AL ISRAEL AIRLINES,2024-07-08T01:20:00,2024-07-08T01:32:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,364,EL AL ISRAEL AIRLINES,2024-07-08T02:00:00,2024-07-08T01:37:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
AM,7869,AERO MEXICO,2024-07-08T01:00:00,2024-07-08T01:38:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-07-08T01:00:00,2024-07-08T01:38:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-07-08T01:00:00,2024-07-08T01:38:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7424,DELTA AIRLINES,2024-07-08T01:00:00,2024-07-08T01:38:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,001,EL AL ISRAEL AIRLINES,2024-07-08T01:00:00,2024-07-08T01:38:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
A3,928,AEGEAN  AIRLINES,2024-07-08T02:00:00,2024-07-08T01:46:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
EK,4977,EMIRATES,2024-07-08T02:00:00,2024-07-08T01:46:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
AF,6174,AIR FRANCE,2024-07-08T02:10:00,2024-07-08T01:51:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,LANDED,נחתה
LY,224,EL AL ISRAEL AIRLINES,2024-07-08T02:10:00,2024-07-08T01:51:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,LANDED,נחתה
LY,344,EL AL ISRAEL AIRLINES,2024-07-08T02:10:00,2024-07-08T01:55:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
SK,3190,SAS,2024-07-08T02:10:00,2024-07-08T01:55:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
BZ,113,BLUE BIRD AIRWAYS,2024-07-07T22:00:00,2024-07-08T02:19:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
LY,614,EL AL ISRAEL AIRLINES,2024-07-08T02:25:00,2024-07-08T02:30:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
S7,4485,SIBERIA AIRLINES,2024-07-08T02:25:00,2024-07-08T02:30:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
LY,092,EL AL ISRAEL AIRLINES,2024-07-08T02:30:00,2024-07-08T02:34:00,A,NRT,TOKYO INTL.-NARITA,טוקיו,TOKYO,יפן,JAPAN,3,,,LANDED,נחתה
6H,892,ISRAIR AIRLINES,2024-07-08T02:10:00,2024-07-08T02:36:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
6H,564,ISRAIR AIRLINES,2024-07-08T02:45:00,2024-07-08T02:40:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
FB,571,BULGARIA  AIR,2024-07-08T02:00:00,2024-07-08T02:43:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,2524,EL AL ISRAEL AIRLINES,2024-07-08T03:05:00,2024-07-08T02:56:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
AM,7850,AERO MEXICO,2024-07-08T02:55:00,2024-07-08T03:01:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
LY,336,EL AL ISRAEL AIRLINES,2024-07-08T02:55:00,2024-07-08T03:01:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
SK,3152,SAS,2024-07-08T02:55:00,2024-07-08T03:01:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,LANDED,נחתה
LY,2374,EL AL ISRAEL AIRLINES,2024-07-08T03:10:00,2024-07-08T03:03:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
SK,3156,SAS,2024-07-08T03:10:00,2024-07-08T03:03:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
AR,7865,AEROLINEAS ARGENTINAS S.A.,2024-07-08T04:00:00,2024-07-08T03:05:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
B6,6454,JETBLUE AIRWAYS CORPORATION,2024-07-08T04:00:00,2024-07-08T03:05:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7427,DELTA AIRLINES,2024-07-08T04:00:00,2024-07-08T03:05:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,004,EL AL ISRAEL AIRLINES,2024-07-08T04:00:00,2024-07-08T03:05:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
G2,607,GULLIVAIR,2024-07-08T03:05:00,2024-07-08T03:10:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,LANDED,נחתה
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-07-08T02:10:00,2024-07-08T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,384,EL AL ISRAEL AIRLINES,2024-07-08T02:10:00,2024-07-08T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
SK,3166,SAS,2024-07-08T02:10:00,2024-07-08T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
TP,8897,AIR PORTUGAL,2024-07-08T02:10:00,2024-07-08T03:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
BZ,565,BLUE BIRD AIRWAYS,2024-07-07T22:50:00,2024-07-08T03:19:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,LANDED,נחתה
LY,314,EL AL ISRAEL AIRLINES,2024-07-08T03:35:00,2024-07-08T03:20:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
AZ,810,ITALIA TRASPORTO AEREO,2024-07-08T03:10:00,2024-07-08T03:24:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
JU,7381,AIR SERBIA,2024-07-08T03:10:00,2024-07-08T03:24:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
LY,5110,EL AL ISRAEL AIRLINES,2024-07-08T03:15:00,2024-07-08T03:29:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
6H,704,ISRAIR AIRLINES,2024-07-08T03:55:00,2024-07-08T03:33:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
LO,151,LOT POLISH AIRLINES,2024-07-08T03:50:00,2024-07-08T03:48:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
LY,9256,EL AL ISRAEL AIRLINES,2024-07-08T03:50:00,2024-07-08T03:48:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
ET,404,ETHIOPIAN AIRLINES,2024-07-08T04:00:00,2024-07-08T03:52:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
6H,900,ISRAIR AIRLINES,2024-07-08T04:00:00,2024-07-08T03:55:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
IB,2391,IBERIA,2024-07-08T03:45:00,2024-07-08T04:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,392,EL AL ISRAEL AIRLINES,2024-07-08T03:45:00,2024-07-08T04:05:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
LY,2368,EL AL ISRAEL AIRLINES,2024-07-08T03:40:00,2024-07-08T04:07:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
IZ,418,ARKIA  ISRAELI  AIRLINES,2024-07-08T00:55:00,2024-07-08T04:11:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
AM,7878,AERO MEXICO,2024-07-08T04:30:00,2024-07-08T04:32:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-07-08T04:30:00,2024-07-08T04:32:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
IB,2397,IBERIA,2024-07-08T04:30:00,2024-07-08T04:32:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,398,EL AL ISRAEL AIRLINES,2024-07-08T04:30:00,2024-07-08T04:32:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
LY,388,EL AL ISRAEL AIRLINES,2024-07-08T03:40:00,2024-07-08T04:34:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
SK,3180,SAS,2024-07-08T03:40:00,2024-07-08T04:34:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
TP,8901,AIR PORTUGAL,2024-07-08T03:40:00,2024-07-08T04:34:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
FB,6087,BULGARIA  AIR,2024-07-08T04:40:00,2024-07-08T04:40:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,CANCELED,מבוטלת
6H,842,ISRAIR AIRLINES,2024-07-08T04:40:00,2024-07-08T04:40:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,CANCELED,מבוטלת
AM,7876,AERO MEXICO,2024-07-08T05:05:00,2024-07-08T04:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
LY,318,EL AL ISRAEL AIRLINES,2024-07-08T05:05:00,2024-07-08T04:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
SK,3174,SAS,2024-07-08T05:05:00,2024-07-08T04:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
VS,7496,VIRGIN ATLANTIC AIRWAYS,2024-07-08T05:05:00,2024-07-08T04:47:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
AZ,809,ITALIA TRASPORTO AEREO,2024-07-08T04:45:00,2024-07-08T05:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,8-11,A,DEPARTED,המריאה
DL,6655,DELTA AIRLINES,2024-07-08T04:45:00,2024-07-08T05:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,8-11,A,DEPARTED,המריאה
JU,7380,AIR SERBIA,2024-07-08T04:45:00,2024-07-08T05:00:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,8-11,A,DEPARTED,המריאה
FB,572,BULGARIA  AIR,2024-07-08T04:50:00,2024-07-08T05:05:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,48-50,B,DEPARTED,המריאה
AC,9021,AIR CANADA,2024-07-08T04:45:00,2024-07-08T05:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,DEPARTED,המריאה
LH,691,LUFTHANSA,2024-07-08T04:45:00,2024-07-08T05:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,DEPARTED,המריאה
NH,5460,ALL NIPPON AIRWAYS,2024-07-08T04:45:00,2024-07-08T05:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,DEPARTED,המריאה
SN,7170,BRUSSELS AIRLINES,2024-07-08T04:45:00,2024-07-08T05:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,DEPARTED,המריאה
UA,9121,UNITED AIRLINES,2024-07-08T04:45:00,2024-07-08T05:10:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,12-22,A,DEPARTED,המריאה
A3,527,AEGEAN  AIRLINES,2024-07-08T05:25:00,2024-07-08T05:14:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,28-33,A,DEPARTED,המריאה
IZ,415,ARKIA  ISRAELI  AIRLINES,2024-07-08T05:00:00,2024-07-08T05:21:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,34-40,B,DEPARTED,המריאה
FB,6088,BULGARIA  AIR,2024-07-08T05:25:00,2024-07-08T05:25:00,D,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,41-43,B,CANCELED,מבוטלת
WZ,017,RED WINGS AIRLINES,2024-07-08T05:55:00,2024-07-08T05:26:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
LY,311,EL AL ISRAEL AIRLINES,2024-07-08T05:00:00,2024-07-08T05:32:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
A3,929,AEGEAN  AIRLINES,2024-07-08T05:00:00,2024-07-08T05:34:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,28-33,A,DEPARTED,המריאה
IZ,1296,ARKIA  ISRAELI  AIRLINES,2024-07-08T05:50:00,2024-07-08T05:37:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
OK,5288,CZECH AIRLINES,2024-07-08T04:35:00,2024-07-08T05:41:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
QS,1286,SMARTWINGS,2024-07-08T04:35:00,2024-07-08T05:41:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,LANDED,נחתה
ET,415,ETHIOPIAN AIRLINES,2024-07-08T05:30:00,2024-07-08T05:42:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,DEPARTED,המריאה
AF,7066,AIR FRANCE,2024-07-08T06:05:00,2024-07-08T05:50:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
LY,1326,EL AL ISRAEL AIRLINES,2024-07-08T06:05:00,2024-07-08T05:50:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
B6,6466,JETBLUE AIRWAYS CORPORATION,2024-07-08T06:50:00,2024-07-08T05:53:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7436,DELTA AIRLINES,2024-07-08T06:50:00,2024-07-08T05:53:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,016,EL AL ISRAEL AIRLINES,2024-07-08T06:50:00,2024-07-08T05:53:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-07-08T06:55:00,2024-07-08T05:58:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
DL,7444,DELTA AIRLINES,2024-07-08T06:55:00,2024-07-08T05:58:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
LY,028,EL AL ISRAEL AIRLINES,2024-07-08T06:55:00,2024-07-08T05:58:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
AM,7879,AERO MEXICO,2024-07-08T05:30:00,2024-07-08T06:01:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-07-08T05:30:00,2024-07-08T06:01:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
IB,2394,IBERIA,2024-07-08T05:30:00,2024-07-08T06:01:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
LY,395,EL AL ISRAEL AIRLINES,2024-07-08T05:30:00,2024-07-08T06:01:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,DEPARTED,המריאה
B6,6479,JETBLUE AIRWAYS CORPORATION,2024-07-08T05:55:00,2024-07-08T06:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
DL,7446,DELTA AIRLINES,2024-07-08T05:55:00,2024-07-08T06:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
LY,009,EL AL ISRAEL AIRLINES,2024-07-08T05:55:00,2024-07-08T06:05:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
AF,7067,AIR FRANCE,2024-07-08T05:50:00,2024-07-08T06:08:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
AM,7867,AERO MEXICO,2024-07-08T05:50:00,2024-07-08T06:08:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LY,319,EL AL ISRAEL AIRLINES,2024-07-08T05:50:00,2024-07-08T06:08:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
SK,3161,SAS,2024-07-08T05:50:00,2024-07-08T06:08:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
LO,152,LOT POLISH AIRLINES,2024-07-08T05:05:00,2024-07-08T06:14:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,23-26,A,DEPARTED,המריאה
LY,9255,EL AL ISRAEL AIRLINES,2024-07-08T05:05:00,2024-07-08T06:14:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,23-26,A,DEPARTED,המריאה
DL,7454,DELTA AIRLINES,2024-07-08T06:10:00,2024-07-08T06:18:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
LY,357,EL AL ISRAEL AIRLINES,2024-07-08T06:10:00,2024-07-08T06:18:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
SK,3165,SAS,2024-07-08T06:10:00,2024-07-08T06:18:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,DEPARTED,המריאה
